,Accuracy,F1 Score,Theil Index,False Positive Rate - Unprivileged,False Positive Rate - Privileged,False Negative Rate - Unprivileged,False Negative Rate - Privileged,Accuracy - Unprivileged,Accuracy - Privileged,False Discovery Rate - Unprivileged,False Discovery Rate - Privileged,False Omission Rate - Unprivileged,False Omission Rate - Privileged,Num True Pos,Num True Neg,Num False Pos,Num False Neg,Num True Pos - Privileged,Num True Neg - Privileged,Num False Pos - Privileged,Num False Neg - Privileged,Num True Pos - Unprivileged,Num True Neg - Unprivileged,Num False Pos - Unprivileged,Num False Neg - Unprivileged,F1 Score - Privileged,F1 Score - Unprivileged,Privileged base Rate,Unprivileged base Rate,Consistency
DIR + GFC + ROC - 3,0.8244,0.5367,0.1678,0.0015,0.0697,0.9519,0.5193,0.8926,0.7907,0.2,0.2437,0.1068,0.2008,1380.0,9804.0,443.0,1940.0,1356.0,5830.0,437.0,1465.0,24.0,3974.0,6.0,475.0,0.5878,0.0907,0.1973,0.0067,0.9735
DIR + GFC + ROC - 11,0.5258,0.1242,0.302,0.6285,0.1654,0.6355,0.9063,0.3707,0.6014,0.9296,0.7936,0.1825,0.3328,456.0,6678.0,3504.0,2929.0,269.0,5218.0,1034.0,2603.0,187.0,1460.0,2470.0,326.0,0.1289,0.118,0.1428,0.598,0.9356
DIR + GFC + ROC - 17,0.7537,0.0245,0.2823,0.0016,0.0002,0.959,0.9927,0.8859,0.6912,0.2222,0.0455,0.1134,0.3094,42.0,10184.0,7.0,3334.0,21.0,6345.0,1.0,2843.0,21.0,3839.0,6.0,491.0,0.0146,0.0779,0.0024,0.0062,0.9972
DIR + PR - 3,0.8394,0.6451,0.1266,0.0678,0.0908,0.3307,0.4165,0.9029,0.8081,0.447,0.2569,0.0426,0.171,1980.0,9408.0,839.0,1340.0,1646.0,5698.0,569.0,1175.0,334.0,3710.0,270.0,165.0,0.6537,0.6056,0.2437,0.1349,0.9477
DIR + PR - 11,0.8472,0.671,0.1201,0.03,0.1094,0.4191,0.3677,0.9251,0.8093,0.2837,0.2736,0.0534,0.1594,2114.0,9380.0,802.0,1271.0,1816.0,5568.0,684.0,1056.0,298.0,3812.0,118.0,215.0,0.6761,0.6416,0.274,0.0936,0.943
DIR + PR - 17,0.8409,0.6418,0.1323,0.025,0.0979,0.5,0.4141,0.9192,0.8038,0.2727,0.2701,0.0639,0.1716,1934.0,9474.0,717.0,1442.0,1678.0,5725.0,621.0,1186.0,256.0,3749.0,96.0,256.0,0.65,0.5926,0.2496,0.0808,0.945
DIR + PR + EOP - 3,0.8241,0.6238,0.1313,0.1193,0.0908,0.3347,0.4165,0.8567,0.8081,0.5886,0.2569,0.0455,0.171,1978.0,9203.0,1044.0,1342.0,1646.0,5698.0,569.0,1175.0,332.0,3505.0,475.0,167.0,0.6537,0.5084,0.2437,0.1802,0.924
DIR + PR + EOP - 11,0.8331,0.6478,0.1262,0.071,0.1094,0.4795,0.3677,0.8818,0.8093,0.511,0.2736,0.0631,0.1594,2083.0,9219.0,963.0,1302.0,1816.0,5568.0,684.0,1056.0,267.0,3651.0,279.0,246.0,0.6761,0.5042,0.274,0.1229,0.9199
DIR + PR + EOP - 17,0.8279,0.6214,0.1375,0.0661,0.0979,0.5352,0.4141,0.8788,0.8038,0.5163,0.2701,0.0709,0.1716,1916.0,9316.0,875.0,1460.0,1678.0,5725.0,621.0,1186.0,238.0,3591.0,254.0,274.0,0.65,0.4741,0.2496,0.1129,0.9233
DIR + PR + CEOP - 3,0.8347,0.5948,0.1483,0.0,0.0908,1.0,0.4165,0.8886,0.8081,0.0,0.2569,0.1114,0.171,1646.0,9678.0,569.0,1674.0,1646.0,5698.0,569.0,1175.0,0.0,3980.0,0.0,499.0,0.6537,0.0,0.2437,0.0,0.9553
DIR + PR + CEOP - 11,0.8339,0.6172,0.1422,0.0,0.1094,1.0,0.3677,0.8845,0.8093,0.0,0.2736,0.1155,0.1594,1816.0,9498.0,684.0,1569.0,1816.0,5568.0,684.0,1056.0,0.0,3930.0,0.0,513.0,0.6761,0.0,0.274,0.0,0.9514
DIR + PR + CEOP - 17,0.8291,0.5914,0.1516,0.0,0.0979,1.0,0.4141,0.8825,0.8038,0.0,0.2701,0.1175,0.1716,1678.0,9570.0,621.0,1698.0,1678.0,5725.0,621.0,1186.0,0.0,3845.0,0.0,512.0,0.65,0.0,0.2496,0.0,0.9532
DIR + PR + ROC - 3,0.7592,0.6294,0.0909,0.296,0.2462,0.0802,0.1794,0.7281,0.7745,0.7196,0.3999,0.0141,0.0967,2774.0,7526.0,2721.0,546.0,2315.0,4724.0,1543.0,506.0,459.0,2802.0,1178.0,40.0,0.6932,0.4298,0.4245,0.3655,0.9266
DIR + PR + ROC - 11,0.7714,0.641,0.0941,0.2545,0.2375,0.0916,0.1981,0.7643,0.7749,0.6821,0.392,0.0158,0.1066,2769.0,7697.0,2485.0,616.0,2303.0,4767.0,1485.0,569.0,466.0,2930.0,1000.0,47.0,0.6916,0.4709,0.4152,0.33,0.9267
DIR + PR + ROC - 17,0.782,0.6461,0.0967,0.2414,0.213,0.084,0.2214,0.7771,0.7844,0.6643,0.3774,0.0145,0.1127,2699.0,7911.0,2280.0,677.0,2230.0,4994.0,1352.0,634.0,469.0,2917.0,928.0,43.0,0.6919,0.4914,0.3889,0.3206,0.9265
DIR + EGR - 3,0.8471,0.6715,0.1158,0.0342,0.1181,0.4509,0.3453,0.9194,0.8114,0.3317,0.286,0.0553,0.1498,2121.0,9371.0,876.0,1199.0,1847.0,5527.0,740.0,974.0,274.0,3844.0,136.0,225.0,0.6831,0.6029,0.2847,0.0915,0.944
DIR + EGR - 11,0.8462,0.6627,0.1242,0.0226,0.106,0.4678,0.3813,0.926,0.8073,0.2459,0.2717,0.0588,0.1638,2050.0,9430.0,752.0,1335.0,1777.0,5589.0,663.0,1095.0,273.0,3841.0,89.0,240.0,0.6691,0.624,0.2674,0.0815,0.9407
DIR + EGR - 17,0.8404,0.6242,0.1406,0.0179,0.0816,0.5469,0.4532,0.9199,0.8028,0.2292,0.2486,0.069,0.1821,1798.0,9604.0,587.0,1578.0,1566.0,5828.0,518.0,1298.0,232.0,3776.0,69.0,280.0,0.633,0.5707,0.2263,0.0691,0.9418
DIR + EGR + EOP - 3,0.8262,0.6352,0.126,0.094,0.1144,0.4429,0.3708,0.8672,0.806,0.5736,0.2877,0.0577,0.1586,2053.0,9156.0,1091.0,1267.0,1775.0,5550.0,717.0,1046.0,278.0,3606.0,374.0,221.0,0.6682,0.4831,0.2742,0.1456,0.9067
DIR + EGR + EOP - 11,0.823,0.6167,0.1386,0.0858,0.0979,0.4425,0.4269,0.8731,0.7986,0.5409,0.271,0.0594,0.1786,1932.0,9233.0,949.0,1453.0,1646.0,5640.0,612.0,1226.0,286.0,3593.0,337.0,227.0,0.6417,0.5035,0.2475,0.1402,0.8999
DIR + EGR + EOP - 17,0.8188,0.5823,0.1529,0.0814,0.076,0.5156,0.4885,0.8676,0.7958,0.5579,0.2476,0.0695,0.1926,1713.0,9396.0,795.0,1663.0,1465.0,5864.0,482.0,1399.0,248.0,3532.0,313.0,264.0,0.609,0.4623,0.2114,0.1288,0.9066
DIR + EGR + CEOP - 3,0.8385,0.6317,0.133,0.0033,0.1176,0.9379,0.3449,0.8926,0.8118,0.2955,0.2851,0.1055,0.1496,1879.0,9497.0,750.0,1441.0,1848.0,5530.0,737.0,973.0,31.0,3967.0,13.0,468.0,0.6837,0.1142,0.2844,0.0098,0.9507
DIR + EGR + CEOP - 11,0.8339,0.6142,0.1436,0.0015,0.1051,0.9649,0.3816,0.8872,0.8079,0.25,0.27,0.112,0.1638,1794.0,9519.0,663.0,1591.0,1776.0,5595.0,657.0,1096.0,18.0,3924.0,6.0,495.0,0.6696,0.067,0.2667,0.0054,0.9486
DIR + EGR + CEOP - 17,0.8298,0.5798,0.1565,0.0018,0.0818,0.9414,0.4543,0.8878,0.8024,0.1892,0.2493,0.1116,0.1825,1593.0,9665.0,526.0,1783.0,1563.0,5827.0,519.0,1301.0,30.0,3838.0,7.0,482.0,0.632,0.1093,0.2261,0.0085,0.9483
DIR + EGR + ROC - 3,0.8454,0.6721,0.1146,0.0394,0.1227,0.4349,0.3382,0.9165,0.8104,0.3576,0.2917,0.0537,0.1479,2149.0,9321.0,926.0,1171.0,1867.0,5498.0,769.0,954.0,282.0,3823.0,157.0,217.0,0.6843,0.6013,0.2901,0.098,0.9448
DIR + EGR + ROC - 11,0.8451,0.6634,0.1233,0.0252,0.1099,0.4561,0.3764,0.9251,0.8062,0.2619,0.2772,0.0576,0.1627,2070.0,9396.0,786.0,1315.0,1791.0,5565.0,687.0,1081.0,279.0,3831.0,99.0,234.0,0.6695,0.6263,0.2716,0.0851,0.9394
DIR + EGR + ROC - 17,0.8406,0.6312,0.1374,0.019,0.0887,0.5352,0.4372,0.9204,0.8029,0.2347,0.2589,0.0677,0.178,1850.0,9555.0,636.0,1526.0,1612.0,5783.0,563.0,1252.0,238.0,3772.0,73.0,274.0,0.6398,0.5784,0.2362,0.0714,0.941
DIR + GSR - 3,0.8474,0.6701,0.1168,0.0291,0.1178,0.489,0.3449,0.9196,0.8117,0.3127,0.2854,0.0594,0.1496,2103.0,9393.0,854.0,1217.0,1848.0,5529.0,738.0,973.0,255.0,3864.0,116.0,244.0,0.6836,0.5862,0.2846,0.0828,0.9446
DIR + GSR - 11,0.8457,0.6616,0.1246,0.0229,0.1062,0.4639,0.3834,0.9262,0.8066,0.2466,0.2727,0.0584,0.1646,2046.0,9428.0,754.0,1339.0,1771.0,5588.0,664.0,1101.0,275.0,3840.0,90.0,238.0,0.6674,0.6264,0.2669,0.0822,0.9401
DIR + GSR - 17,0.8403,0.6267,0.1394,0.0172,0.0854,0.5547,0.4448,0.9197,0.8028,0.2245,0.2542,0.0699,0.18,1818.0,9583.0,608.0,1558.0,1590.0,5804.0,542.0,1274.0,228.0,3779.0,66.0,284.0,0.6365,0.5658,0.2315,0.0675,0.9452
DIR + GSR + EOP - 3,0.8275,0.6363,0.126,0.0935,0.1109,0.4609,0.3697,0.8656,0.8088,0.5803,0.281,0.0599,0.1577,2047.0,9180.0,1067.0,1273.0,1778.0,5572.0,695.0,1043.0,269.0,3608.0,372.0,230.0,0.6717,0.4719,0.2721,0.1431,0.9074
DIR + GSR + EOP - 11,0.8238,0.6191,0.1377,0.0845,0.0984,0.4347,0.4248,0.8751,0.7989,0.5338,0.2713,0.0584,0.1779,1942.0,9235.0,947.0,1443.0,1652.0,5637.0,615.0,1220.0,290.0,3598.0,332.0,223.0,0.6429,0.511,0.2485,0.14,0.9022
DIR + GSR + EOP - 17,0.8169,0.5803,0.1533,0.085,0.0785,0.5215,0.486,0.8637,0.7948,0.5717,0.2528,0.0705,0.1923,1717.0,9366.0,825.0,1659.0,1472.0,5848.0,498.0,1392.0,245.0,3518.0,327.0,267.0,0.609,0.452,0.2139,0.1313,0.9054
DIR + GSR + CEOP - 3,0.8371,0.6258,0.1353,0.0,0.1178,1.0,0.3449,0.8886,0.8117,0.0,0.2854,0.1114,0.1496,1848.0,9509.0,738.0,1472.0,1848.0,5529.0,738.0,973.0,0.0,3980.0,0.0,499.0,0.6836,0.0,0.2846,0.0,0.954
DIR + GSR + CEOP - 11,0.8321,0.6086,0.1456,0.0,0.1062,1.0,0.3834,0.8845,0.8066,0.0,0.2727,0.1155,0.1646,1771.0,9518.0,664.0,1614.0,1771.0,5588.0,664.0,1101.0,0.0,3930.0,0.0,513.0,0.6674,0.0,0.2669,0.0,0.9498
DIR + GSR + CEOP - 17,0.8284,0.5773,0.1571,0.0,0.0854,1.0,0.4448,0.8825,0.8028,0.0,0.2542,0.1175,0.18,1590.0,9649.0,542.0,1786.0,1590.0,5804.0,542.0,1274.0,0.0,3845.0,0.0,512.0,0.6365,0.0,0.2315,0.0,0.9546
DIR + GSR + ROC - 3,0.7708,0.6374,0.0921,0.2611,0.237,0.0902,0.1918,0.758,0.7771,0.6959,0.3944,0.0151,0.1016,2734.0,7723.0,2524.0,586.0,2280.0,4782.0,1485.0,541.0,454.0,2941.0,1039.0,45.0,0.6924,0.4558,0.4143,0.3333,0.9238
DIR + GSR + ROC - 11,0.7731,0.6387,0.0972,0.2669,0.2183,0.0741,0.218,0.7553,0.7818,0.6883,0.378,0.013,0.1135,2721.0,7768.0,2414.0,664.0,2246.0,4887.0,1365.0,626.0,475.0,2881.0,1049.0,38.0,0.6929,0.4664,0.3958,0.343,0.9182
DIR + GSR + ROC - 17,0.8038,0.6447,0.1117,0.2068,0.1428,0.1074,0.3163,0.8049,0.8033,0.635,0.3163,0.0177,0.1428,2415.0,8490.0,1701.0,961.0,1958.0,5440.0,906.0,906.0,457.0,3050.0,795.0,55.0,0.6837,0.5181,0.311,0.2874,0.928
Logistic Regression - 3,0.8467,0.6536,0.1254,0.0249,0.0994,0.487,0.3952,0.9236,0.8088,0.2789,0.2675,0.0589,0.165,1962.0,9525.0,722.0,1358.0,1706.0,5644.0,623.0,1115.0,256.0,3881.0,99.0,243.0,0.6625,0.5995,0.2563,0.0793,0.9462
Logistic Regression - 11,0.8461,0.6642,0.1233,0.0232,0.1083,0.4542,0.3785,0.9271,0.8067,0.2453,0.275,0.0572,0.1632,2065.0,9414.0,768.0,1320.0,1785.0,5575.0,677.0,1087.0,280.0,3839.0,91.0,233.0,0.6693,0.6335,0.2698,0.0835,0.9427
Logistic Regression - 17,0.8426,0.6563,0.1255,0.0224,0.112,0.4785,0.3816,0.924,0.8041,0.2436,0.2865,0.0612,0.1625,2038.0,9394.0,797.0,1338.0,1771.0,5635.0,711.0,1093.0,267.0,3759.0,86.0,245.0,0.6626,0.6173,0.2695,0.081,0.9436
EOP - 3,0.8208,0.6004,0.1418,0.0945,0.0895,0.4529,0.4495,0.8656,0.7987,0.5794,0.2654,0.059,0.1818,1826.0,9310.0,937.0,1494.0,1553.0,5706.0,561.0,1268.0,273.0,3604.0,376.0,226.0,0.6294,0.4756,0.2326,0.1449,0.9011
EOP - 11,0.8193,0.6046,0.1432,0.0878,0.0955,0.4074,0.453,0.8753,0.792,0.5316,0.2754,0.0551,0.187,1875.0,9240.0,942.0,1510.0,1571.0,5655.0,597.0,1301.0,304.0,3585.0,345.0,209.0,0.6234,0.5232,0.2376,0.1461,0.892
EOP - 17,0.8119,0.5846,0.1498,0.0921,0.0974,0.4668,0.4682,0.8639,0.7873,0.5646,0.2887,0.0641,0.1897,1796.0,9219.0,972.0,1580.0,1523.0,5728.0,618.0,1341.0,273.0,3491.0,354.0,239.0,0.6086,0.4794,0.2325,0.1439,0.8919
CEOP - 3,0.8351,0.604,0.1445,0.0,0.0994,1.0,0.3952,0.8886,0.8088,0.0,0.2675,0.1114,0.165,1706.0,9624.0,623.0,1614.0,1706.0,5644.0,623.0,1115.0,0.0,3980.0,0.0,499.0,0.6625,0.0,0.2563,0.0,0.9533
CEOP - 11,0.8322,0.6106,0.1447,0.0,0.1083,1.0,0.3785,0.8845,0.8067,0.0,0.275,0.1155,0.1632,1785.0,9505.0,677.0,1600.0,1785.0,5575.0,677.0,1087.0,0.0,3930.0,0.0,513.0,0.6693,0.0,0.2698,0.0,0.9507
CEOP - 17,0.8293,0.6046,0.1459,0.0,0.112,1.0,0.3816,0.8825,0.8041,0.0,0.2865,0.1175,0.1625,1771.0,9480.0,711.0,1605.0,1771.0,5635.0,711.0,1093.0,0.0,3845.0,0.0,512.0,0.6626,0.0,0.2695,0.0,0.9519
ROC - 3,0.7663,0.6309,0.0945,0.2912,0.2234,0.0762,0.2031,0.7328,0.7829,0.7154,0.3838,0.0133,0.1053,2709.0,7688.0,2559.0,611.0,2248.0,4867.0,1400.0,573.0,461.0,2821.0,1159.0,38.0,0.695,0.4351,0.4014,0.3617,0.921
ROC - 11,0.7867,0.6446,0.1015,0.244,0.1879,0.078,0.2507,0.7752,0.7923,0.6697,0.3532,0.0133,0.1242,2625.0,8048.0,2134.0,760.0,2152.0,5077.0,1175.0,720.0,473.0,2971.0,959.0,40.0,0.6943,0.4864,0.3646,0.3223,0.9235
